data_origin,synthetic_scenario,case_id,project_id,as_of_date,state,district,region,urban_rural,department,project_type,acquisition_method,project_priority,land_use_category,project_size_area,parcel_count,affected_landowner_count,ownership_complexity_score,disputed_ownership_flag,unresolved_record_count,objection_count,unresolved_objection_count,required_document_count,missing_document_count,invalid_document_count,document_verification_pending_count,document_completeness_ratio,approval_stage_count,pending_approval_count,interdepartment_dependency_count,blocked_dependency_count,assessed_compensation_amount,approved_compensation_amount,pending_compensation_amount,compensation_approval_pending_flag,payment_processing_days,open_legal_case_count,legal_dispute_flag,stay_order_flag,hearing_count,current_stage,days_in_current_stage,overdue_days,average_stage_duration_days,historical_department_delay_rate,historical_district_delay_rate,department_workload_index,milestone_slippage_count,days_since_last_update,acquisition_complexity_score,prediction_horizon_days,significant_delay,actual_delay_days,risk_category,missing_optional_payment_history,missing_optional_hearing_history
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000793,SYN-PROJECT-00265,2024-06-13,Westland,Kite,WEST,RURAL,IRRIGATION,ROAD,DIRECT_PURCHASE,HIGH,AGRICULTURAL,51.616,21,17,0.7164,1,5,15,8,18,1,1,0,0.9056,5,0,2,0,4060404.93,0.0,0.0,1,43,0,0,0,2,NOTICE,59,0,102,0.3405,0.2789,0.3348,0,18,0.4492,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000794,SYN-PROJECT-00265,2024-03-06,Westland,Kite,WEST,RURAL,PUBLIC_WORKS,RAIL,DIRECT_PURCHASE,LOW,RESIDENTIAL,116.503,50,31,0.98,0,13,0,0,36,3,0,0,0.9167,4,1,2,1,61256410.43,61973113.63,24119292.14,0,42,0,0,0,0,PAYMENT,62,0,105,0.3061,0.3497,0.2861,2,10,0.4763,90,1,32,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000795,SYN-PROJECT-00265,2024-02-07,Eastland,Elm,EAST,RURAL,TRANSPORT,URBAN_EXPANSION,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,69.864,27,34,0.98,0,13,11,6,24,4,2,4,0.775,4,1,2,1,14176854.9,12277658.96,4833370.13,0,32,0,0,0,2,SURVEY,114,28,66,0.3064,0.3093,0.1361,3,18,0.5671,90,0,1,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000796,SYN-PROJECT-00266,2024-03-06,Westland,Kite,WEST,RURAL,URBAN,ROAD,STATUTORY,MEDIUM,MIXED,150.961,61,60,0.98,0,25,2,1,47,4,2,3,0.8851,4,1,3,2,67195749.07,68229876.79,12054626.66,0,36,0,0,0,0,OBJECTION_REVIEW,64,2,47,0.4062,0.3193,0.3718,2,14,0.5385,90,0,0,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000797,SYN-PROJECT-00266,2024-01-19,Eastland,Dawn,EAST,URBAN,IRRIGATION,RAIL,STATUTORY,MEDIUM,AGRICULTURAL,32.446,37,115,0.98,0,44,16,10,42,4,1,3,0.8881,4,1,2,1,7589204.48,0.0,0.0,1,44,0,0,0,3,COMPENSATION,160,86,72,0.356,0.1522,0.352,3,19,0.6121,90,1,194,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000798,SYN-PROJECT-00266,2023-09-23,Westland,Kite,WEST,RURAL,TRANSPORT,RAIL,DIRECT_PURCHASE,HIGH,MIXED,69.846,25,27,0.98,1,12,8,5,22,3,1,2,0.8318,5,0,4,1,41287052.39,36681905.71,26609272.65,0,54,2,1,0,2,SURVEY,60,0,99,0.2688,0.3233,0.296,1,15,0.5103,90,0,12,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000799,SYN-PROJECT-00267,2025-11-17,Westland,Lumen,WEST,URBAN,IRRIGATION,POWER_TRANSMISSION,CONSENT_BASED,MEDIUM,AGRICULTURAL,305.618,166,197,0.98,1,77,20,11,125,13,4,10,0.8736,4,3,0,0,41361560.88,35592546.02,32782587.7,0,77,1,1,0,6,OBJECTION_REVIEW,106,59,73,0.3732,0.445,0.5964,4,24,0.7211,90,1,133,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000800,SYN-PROJECT-00267,2022-01-16,Eastland,Elm,EAST,RURAL,URBAN,INDUSTRIAL_CORRIDOR,MIXED,MEDIUM,MIXED,110.755,48,28,0.98,0,12,26,20,35,3,2,4,0.8743,4,2,3,1,38095143.74,38040068.01,21194243.32,0,64,1,1,0,8,COMPENSATION,256,139,136,0.3858,0.2646,0.3908,5,30,0.6634,90,1,67,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000801,SYN-PROJECT-00267,2021-03-19,Northland,Aster,NORTH,URBAN,PUBLIC_WORKS,POWER_TRANSMISSION,STATUTORY,MEDIUM,AGRICULTURAL,100.784,108,454,0.98,1,178,67,43,132,16,6,15,0.847,4,2,1,0,20156857.28,0.0,0.0,1,43,2,1,0,17,COMPENSATION,236,169,56,0.4015,0.2052,0.4447,5,32,0.7194,90,1,146,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000802,SYN-PROJECT-00268,2024-09-19,Southland,Harbor,SOUTH,URBAN,TRANSPORT,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,AGRICULTURAL,67.062,13,22,0.9432,0,8,4,2,14,1,1,1,0.8786,4,0,3,2,14310055.87,0.0,0.0,1,61,0,0,0,0,OBJECTION_REVIEW,164,43,151,0.2703,0.2567,0.5853,3,23,0.4797,90,0,7,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000803,SYN-PROJECT-00268,2022-01-17,Eastland,Dawn,EAST,URBAN,PUBLIC_WORKS,POWER_TRANSMISSION,MIXED,HIGH,FOREST_EDGE,203.485,64,61,0.98,0,25,10,8,48,9,4,8,0.7542,5,2,1,0,43409117.39,41239220.9,19507064.55,0,83,1,1,0,5,COMPENSATION,60,2,62,0.3304,0.2073,0.6865,0,14,0.6342,90,1,105,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000804,SYN-PROJECT-00268,2023-05-22,Northland,Birch,NORTH,RURAL,TRANSPORT,ROAD,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,22.917,8,8,0.4112,0,0,0,0,10,0,0,0,1.0,4,1,1,0,4656009.66,0.0,0.0,1,31,0,0,0,0,AWARD,25,0,76,0.3503,0.3412,0.3114,0,16,0.209,90,0,11,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000805,SYN-PROJECT-00269,2021-05-03,Eastland,Elm,EAST,RURAL,REVENUE,URBAN_EXPANSION,DIRECT_PURCHASE,MEDIUM,FOREST_EDGE,38.553,31,24,0.98,0,8,10,5,25,4,1,3,0.812,4,0,2,0,7037422.76,6131284.37,1920109.61,0,41,0,0,0,3,PAYMENT,59,0,96,0.2587,0.2658,0.1774,0,11,0.5051,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000806,SYN-PROJECT-00269,2021-04-23,Westland,Juniper,WEST,RURAL,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,HIGH,RESIDENTIAL,54.681,42,55,0.98,1,24,16,13,35,3,1,3,0.8943,6,2,4,1,28892779.63,0.0,0.0,1,83,1,1,1,6,AWARD,92,0,127,0.3429,0.1367,0.4212,1,11,0.6189,90,1,115,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000807,SYN-PROJECT-00269,2024-04-01,Northland,Birch,NORTH,RURAL,TRANSPORT,POWER_TRANSMISSION,STATUTORY,MEDIUM,AGRICULTURAL,319.329,482,673,0.98,0,266,166,103,370,43,15,36,0.8554,4,2,1,1,63349974.73,64566017.1,37191438.51,0,61,1,1,0,37,OBJECTION_REVIEW,450,389,40,0.3221,0.2728,0.3436,12,61,0.7499,90,1,222,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000808,SYN-PROJECT-00270,2025-06-01,Eastland,Frost,EAST,RURAL,PUBLIC_WORKS,IRRIGATION,DIRECT_PURCHASE,MEDIUM,COMMERCIAL,53.133,24,16,0.7502,0,5,0,0,20,3,1,4,0.815,4,0,0,0,38983310.95,32247590.67,8520282.84,0,49,0,0,0,0,PAYMENT,71,2,68,0.3264,0.4323,0.3408,1,18,0.3492,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000809,SYN-PROJECT-00270,2023-11-27,Northland,Birch,NORTH,RURAL,PUBLIC_WORKS,URBAN_EXPANSION,CONSENT_BASED,MEDIUM,AGRICULTURAL,91.591,30,29,0.98,1,10,8,4,25,2,0,3,0.92,4,0,1,1,16816345.47,0.0,0.0,1,50,1,1,0,3,AWARD,101,28,100,0.4053,0.2917,0.3733,1,26,0.5346,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000810,SYN-PROJECT-00270,2022-10-04,Southland,Harbor,SOUTH,URBAN,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,LOW,AGRICULTURAL,128.404,95,118,0.98,0,44,28,20,74,10,3,8,0.8365,4,1,2,1,35704569.97,0.0,0.0,1,31,0,0,0,7,COMPENSATION,112,0,120,0.2826,0.2816,0.5497,0,16,0.7428,90,1,30,CRITICAL,,
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000811,SYN-PROJECT-00271,2022-02-20,Southland,Indigo,SOUTH,RURAL,REVENUE,ROAD,DIRECT_PURCHASE,HIGH,AGRICULTURAL,50.707,49,82,0.98,1,33,5,3,43,4,2,3,0.8744,5,1,1,0,9839104.76,0.0,0.0,1,51,0,0,0,1,OBJECTION_REVIEW,105,26,69,0.2772,0.4136,0.3686,0,11,0.5075,90,1,66,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000812,SYN-PROJECT-00271,2022-04-29,Eastland,Frost,EAST,RURAL,REVENUE,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,AGRICULTURAL,224.703,72,97,0.98,1,39,31,17,58,5,1,5,0.9017,4,1,4,2,33862507.23,31205204.06,14490085.23,0,43,0,0,0,6,PAYMENT,134,29,114,0.2665,0.4105,0.3665,5,17,0.7413,90,1,83,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000813,SYN-PROJECT-00271,2022-11-12,Southland,Indigo,SOUTH,RURAL,PUBLIC_WORKS,ROAD,DIRECT_PURCHASE,MEDIUM,RESIDENTIAL,128.484,58,74,0.98,0,28,26,19,47,8,4,8,0.7702,4,1,2,1,41102322.62,41103944.32,14718302.62,0,42,0,0,0,7,COMPENSATION,188,126,120,0.3776,0.3848,0.4655,4,27,0.6996,90,1,82,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000814,SYN-PROJECT-00272,2021-11-07,Northland,Birch,NORTH,RURAL,PUBLIC_WORKS,IRRIGATION,STATUTORY,CRITICAL,FOREST_EDGE,200.015,302,184,0.98,1,71,56,38,198,25,9,23,0.8419,5,2,1,0,49098690.46,48515681.75,22580849.34,0,45,0,0,0,13,COMPENSATION,174,104,62,0.3111,0.3264,0.3181,6,27,0.7344,90,1,99,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000815,SYN-PROJECT-00272,2024-07-18,Westland,Lumen,WEST,URBAN,IRRIGATION,ROAD,STATUTORY,LOW,AGRICULTURAL,39.622,39,46,0.98,0,16,10,6,32,1,0,1,0.9688,4,2,1,0,9570000.49,0.0,0.0,1,44,0,0,0,1,OBJECTION_REVIEW,42,0,68,0.45,0.431,0.547,1,16,0.5008,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000816,SYN-PROJECT-00272,2023-12-06,Eastland,Dawn,EAST,URBAN,PUBLIC_WORKS,POWER_TRANSMISSION,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,206.571,53,45,0.98,0,19,12,9,40,5,2,5,0.84,4,0,1,0,44236568.31,44550939.01,31738285.79,0,61,1,1,0,5,AWARD,109,48,56,0.3318,0.2077,0.4976,2,27,0.5555,90,1,154,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000817,SYN-PROJECT-00273,2024-07-11,Southland,Indigo,SOUTH,RURAL,TRANSPORT,POWER_TRANSMISSION,STATUTORY,HIGH,AGRICULTURAL,104.836,51,39,0.98,1,15,3,2,38,7,4,5,0.7421,5,1,3,1,16980844.71,17073841.13,1859366.31,0,48,0,0,0,0,COMPENSATION,136,87,37,0.3218,0.4066,0.4068,5,28,0.5297,90,0,17,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000818,SYN-PROJECT-00273,2024-12-28,Southland,Harbor,SOUTH,URBAN,TRANSPORT,ROAD,STATUTORY,MEDIUM,AGRICULTURAL,75.161,44,87,0.98,0,35,34,24,41,8,3,9,0.7537,4,1,1,0,16675249.47,14980568.67,8020546.04,0,79,2,1,0,11,COMPENSATION,174,116,86,0.2761,0.3163,0.4709,1,37,0.6735,90,0,0,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000819,SYN-PROJECT-00273,2021-02-19,Eastland,Dawn,EAST,URBAN,REVENUE,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,AGRICULTURAL,130.586,107,127,0.98,1,50,27,12,82,10,4,10,0.8439,4,1,3,1,26279146.48,22113486.24,10575525.71,0,61,1,1,0,5,NOTICE,279,159,119,0.3098,0.2156,0.2267,5,23,0.7677,90,1,158,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000820,SYN-PROJECT-00274,2023-05-07,Eastland,Dawn,EAST,URBAN,REVENUE,RAIL,DIRECT_PURCHASE,HIGH,RESIDENTIAL,100.971,152,179,0.98,1,71,55,27,114,13,4,11,0.8614,5,1,4,1,29056354.11,24595568.65,11837506.3,0,22,0,0,0,10,OBJECTION_REVIEW,226,140,67,0.2981,0.1681,0.4565,5,31,0.7585,90,1,101,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000821,SYN-PROJECT-00274,2025-02-14,Southland,Harbor,SOUTH,URBAN,URBAN,POWER_TRANSMISSION,MIXED,MEDIUM,FOREST_EDGE,516.179,250,396,0.98,1,156,39,30,201,19,6,15,0.8846,4,1,1,1,110150775.53,90654690.34,62435875.13,0,73,1,1,0,13,OBJECTION_REVIEW,327,281,68,0.329,0.2764,0.5089,8,45,0.7364,90,1,282,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000822,SYN-PROJECT-00274,2023-12-30,Westland,Juniper,WEST,RURAL,REVENUE,IRRIGATION,STATUTORY,HIGH,RESIDENTIAL,249.598,189,125,0.98,0,49,18,9,127,12,4,10,0.8835,5,1,3,1,71688208.75,60036382.46,29580796.08,0,32,0,0,0,4,PAYMENT,182,112,100,0.3207,0.2413,0.2044,3,19,0.7224,90,1,179,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000823,SYN-PROJECT-00275,2022-03-09,Southland,Grove,SOUTH,RURAL,URBAN,ROAD,MIXED,MEDIUM,RESIDENTIAL,164.452,75,59,0.98,1,23,6,3,54,6,1,3,0.8759,4,2,1,1,58839661.89,0.0,0.0,1,24,0,0,0,1,SURVEY,127,63,114,0.3752,0.1999,0.3384,2,20,0.6099,90,0,2,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000824,SYN-PROJECT-00275,2022-06-12,Westland,Lumen,WEST,URBAN,URBAN,ROAD,MIXED,MEDIUM,AGRICULTURAL,38.52,27,44,0.98,0,16,13,8,25,7,1,4,0.692,4,2,0,0,4912585.51,0.0,0.0,1,42,0,0,0,4,PAYMENT,148,81,61,0.4421,0.4175,0.425,3,31,0.5349,90,1,97,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000825,SYN-PROJECT-00275,2022-12-12,Northland,Aster,NORTH,URBAN,TRANSPORT,URBAN_EXPANSION,DIRECT_PURCHASE,HIGH,COMMERCIAL,186.486,70,56,0.98,1,21,21,13,51,4,2,3,0.8941,5,1,1,0,78043604.88,79156740.49,19415994.58,0,52,0,0,0,5,OBJECTION_REVIEW,56,0,113,0.3972,0.1522,0.3392,1,29,0.6935,90,0,0,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000826,SYN-PROJECT-00276,2024-03-30,Northland,Aster,NORTH,URBAN,REVENUE,POWER_TRANSMISSION,STATUTORY,MEDIUM,AGRICULTURAL,174.988,121,251,0.98,0,100,47,30,108,15,5,13,0.8287,4,1,1,0,24683860.71,21028533.28,12542350.06,0,62,1,1,1,11,NOTICE,167,126,66,0.3013,0.221,0.6538,6,37,0.728,90,1,153,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000827,SYN-PROJECT-00276,2025-01-05,Southland,Indigo,SOUTH,RURAL,URBAN,POWER_TRANSMISSION,CONSENT_BASED,HIGH,FOREST_EDGE,112.176,74,30,0.98,0,10,0,0,49,4,2,3,0.8898,5,1,3,0,22526741.85,21589028.08,12078077.07,0,57,0,0,0,0,PAYMENT,77,22,44,0.3677,0.4067,0.3548,2,17,0.4909,90,0,1,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000828,SYN-PROJECT-00276,2025-11-15,Northland,Cedar,NORTH,RURAL,TRANSPORT,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,HIGH,AGRICULTURAL,203.581,274,315,0.98,0,123,61,32,202,24,8,22,0.8535,6,1,3,1,27113959.11,23386570.26,9737686.91,0,48,0,0,0,11,PAYMENT,402,279,149,0.3424,0.4685,0.2388,9,45,0.7586,90,1,302,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000829,SYN-PROJECT-00277,2025-01-23,Eastland,Dawn,EAST,URBAN,REVENUE,URBAN_EXPANSION,MIXED,MEDIUM,RESIDENTIAL,207.464,188,306,0.98,0,121,105,72,153,17,6,14,0.8614,4,0,2,0,81557790.87,76429839.65,39072961.88,0,51,1,1,0,27,SURVEY,143,68,119,0.3468,0.1818,0.5073,3,17,0.7072,90,1,106,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000830,SYN-PROJECT-00277,2023-08-21,Westland,Juniper,WEST,RURAL,IRRIGATION,ROAD,STATUTORY,MEDIUM,RESIDENTIAL,127.543,48,105,0.98,0,39,41,31,46,5,1,4,0.8761,4,0,1,1,58086072.79,51700055.11,29036569.93,0,52,1,1,0,14,NOTICE,229,168,88,0.3927,0.1254,0.3142,5,29,0.6703,90,1,214,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000831,SYN-PROJECT-00277,2023-05-10,Westland,Juniper,WEST,RURAL,IRRIGATION,ROAD,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,45.377,22,14,0.46,1,4,6,3,18,4,2,3,0.7,4,0,3,1,10651141.94,8850701.6,4380076.44,0,72,1,1,1,1,SURVEY,90,45,74,0.3542,0.1707,0.3962,2,20,0.3377,90,0,0,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000832,SYN-PROJECT-00278,2023-10-15,Westland,Lumen,WEST,URBAN,IRRIGATION,ROAD,CONSENT_BASED,HIGH,COMMERCIAL,307.227,162,220,0.98,0,86,35,19,126,11,3,9,0.896,5,0,2,1,147983338.02,144551307.12,35928211.24,0,34,0,0,0,7,AWARD,147,109,76,0.4156,0.4228,0.4925,6,32,0.7307,90,1,62,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000833,SYN-PROJECT-00278,2022-04-06,Southland,Grove,SOUTH,RURAL,TRANSPORT,URBAN_EXPANSION,MIXED,HIGH,AGRICULTURAL,33.641,26,13,0.7995,0,3,0,0,20,3,1,3,0.815,5,1,0,0,6194337.53,0.0,0.0,1,28,0,0,0,0,PAYMENT,48,0,86,0.2504,0.1786,0.2295,2,17,0.3363,90,0,14,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000834,SYN-PROJECT-00278,2022-01-19,Southland,Harbor,SOUTH,URBAN,REVENUE,INDUSTRIAL_CORRIDOR,DIRECT_PURCHASE,HIGH,AGRICULTURAL,238.932,188,168,0.98,0,64,15,13,133,15,6,14,0.8556,6,1,3,0,37914046.74,32140029.1,18728266.4,0,46,0,0,0,5,PAYMENT,243,144,164,0.3169,0.2459,0.5515,5,38,0.6814,90,1,79,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000835,SYN-PROJECT-00279,2023-01-25,Westland,Juniper,WEST,RURAL,TRANSPORT,POWER_TRANSMISSION,DIRECT_PURCHASE,CRITICAL,COMMERCIAL,186.072,99,110,0.98,1,41,24,14,75,9,4,8,0.8427,5,2,0,0,203972777.14,185973707.96,95741200.68,0,68,1,1,1,7,AWARD,243,188,69,0.3622,0.1578,0.2642,4,34,0.7318,90,1,242,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000836,SYN-PROJECT-00279,2022-04-14,Westland,Lumen,WEST,URBAN,PUBLIC_WORKS,URBAN_EXPANSION,DIRECT_PURCHASE,HIGH,AGRICULTURAL,111.674,49,65,0.98,1,27,5,3,41,7,3,6,0.778,5,1,1,0,23017885.98,21195299.46,9598128.17,0,35,0,0,0,2,SURVEY,139,71,89,0.3731,0.3957,0.4056,3,25,0.5232,90,1,50,HIGH,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000837,SYN-PROJECT-00279,2021-09-29,Westland,Kite,WEST,RURAL,URBAN,ROAD,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,38.555,33,36,0.98,0,13,2,1,28,0,0,0,1.0,4,0,2,0,4615855.44,4364835.0,762219.36,0,36,0,0,0,0,COMPENSATION,103,46,73,0.3392,0.2698,0.3363,2,10,0.4294,90,0,3,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000838,SYN-PROJECT-00280,2025-09-14,Southland,Indigo,SOUTH,RURAL,URBAN,RAIL,MIXED,LOW,RESIDENTIAL,123.189,40,86,0.98,0,35,31,19,39,3,1,2,0.9051,4,2,4,1,42151283.79,0.0,0.0,1,49,0,0,0,6,PAYMENT,239,148,120,0.3826,0.4106,0.4134,4,27,0.6562,90,1,96,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000839,SYN-PROJECT-00280,2025-08-27,Northland,Cedar,NORTH,RURAL,REVENUE,ROAD,DIRECT_PURCHASE,HIGH,AGRICULTURAL,83.701,44,65,0.98,0,27,12,6,38,7,3,6,0.7605,5,0,1,1,20236536.28,0.0,0.0,1,37,0,0,0,2,NOTICE,124,71,54,0.3227,0.459,0.3167,2,26,0.6002,90,1,137,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000840,SYN-PROJECT-00280,2024-08-04,Eastland,Elm,EAST,RURAL,URBAN,RAIL,DIRECT_PURCHASE,HIGH,AGRICULTURAL,36.726,30,25,0.9245,1,10,0,0,24,3,1,4,0.8458,5,2,4,1,8949756.38,8351615.15,2370441.32,0,33,0,0,0,0,PAYMENT,127,37,125,0.3963,0.3277,0.3515,5,25,0.4082,90,0,6,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000841,SYN-PROJECT-00281,2023-03-28,Eastland,Dawn,EAST,URBAN,REVENUE,INDUSTRIAL_CORRIDOR,MIXED,MEDIUM,AGRICULTURAL,118.629,85,47,0.98,1,18,10,6,58,7,2,6,0.8552,4,1,3,2,18682430.99,16407193.81,12734134.49,0,60,1,1,0,4,COMPENSATION,270,147,91,0.3005,0.1776,0.3642,5,30,0.7093,90,1,115,CRITICAL,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000842,SYN-PROJECT-00281,2024-10-06,Westland,Juniper,WEST,RURAL,PUBLIC_WORKS,INDUSTRIAL_CORRIDOR,STATUTORY,MEDIUM,AGRICULTURAL,38.919,19,26,0.98,0,11,5,3,18,4,0,5,0.7778,4,1,5,3,11092294.19,9601332.14,4977403.61,0,60,1,1,0,3,AWARD,86,0,156,0.3294,0.2047,0.4075,3,14,0.5415,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000843,SYN-PROJECT-00281,2024-05-12,Eastland,Elm,EAST,RURAL,REVENUE,IRRIGATION,DIRECT_PURCHASE,LOW,MIXED,89.735,42,56,0.98,0,21,6,4,36,4,3,4,0.8306,4,1,0,0,38280469.44,34508612.08,22191143.24,0,35,0,0,0,2,OBJECTION_REVIEW,129,65,102,0.3971,0.3434,0.331,2,26,0.4922,90,1,123,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000844,SYN-PROJECT-00282,2023-11-18,Southland,Harbor,SOUTH,URBAN,URBAN,ROAD,DIRECT_PURCHASE,MEDIUM,AGRICULTURAL,67.204,22,30,0.98,1,12,8,4,21,3,1,1,0.8238,4,2,2,2,8272457.91,0.0,0.0,1,62,0,0,0,1,COMPENSATION,123,67,80,0.4073,0.2841,0.6065,4,22,0.5331,90,0,17,MEDIUM,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000845,SYN-PROJECT-00282,2022-10-02,Northland,Birch,NORTH,RURAL,REVENUE,IRRIGATION,MIXED,MEDIUM,AGRICULTURAL,43.563,7,11,0.6424,0,0,1,0,10,0,0,0,1.0,4,1,1,0,5486800.53,4711557.83,1866419.14,0,28,0,0,0,0,SURVEY,65,0,81,0.4055,0.2307,0.2094,2,13,0.2491,90,0,0,LOW,0,0
SYNTHETIC,CORRELATED_WORKFLOW_SIMULATION,SYN-CASE-000846,SYN-PROJECT-00282,2022-11-01,Southland,Indigo,SOUTH,RURAL,REVENUE,POWER_TRANSMISSION,STATUTORY,MEDIUM,AGRICULTURAL,126.184,37,54,0.98,0,23,17,9,32,5,3,5,0.7781,4,1,1,0,21164156.43,0.0,0.0,1,32,0,0,0,3,PAYMENT,61,16,78,0.354,0.3883,0.2562,0,9,0.6036,90,0,7,HIGH,0,0
